FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP,SALARY,DAY,DAY NAME,MONTH,YEAR
THEODORE,ABLER,M,03-06-2013,07-01-2016,Analyst,23,Web,23,7,4,0,46985,3,Monday,6,2013
FEDERICO,AILSWORTH,M,07-04-2014,07-01-2016,Analyst,24,Management,28,2,4,1,41846,7,Monday,4,2014
ILENE,AONO,F,28-01-2012,07-01-2016,Associate,32,Marketing,24,6,5,6,79721,28,Saturday,1,2012
EVE,ANTONAKOS,F,18-08-2014,07-01-2016,Analyst,23,Marketing,25,5,4,1,45636,18,Monday,8,2014
TERRA,ARCARO,F,14-12-2014,07-01-2016,Analyst,24,Management,21,9,2,2,41609,14,Sunday,12,2014
DOMINGA,ARMENDARIZ,F,24-03-2014,07-01-2016,Analyst,25,Management,24,6,3,2,47178,24,Monday,3,2014
TRENT,AGGARWAL,M,14-03-2014,07-01-2016,Analyst,23,Finance,18,12,2,0,40331,14,Friday,3,2014
MOSHE,ALFANO,M,24-12-2014,07-01-2016,Senior Analyst,25,Operations,28,2,4,2,57997,24,Wednesday,12,2014
ABBIE,ARCUO,F,03-04-2014,07-01-2016,Analyst,25,Web,28,2,2,2,46514,3,Thursday,4,2014
ERNESTO,ADAMIK,M,08-03-2013,07-01-2016,Analyst,25,Marketing,30,0,4,1,40140,8,Friday,3,2013
ADOLFO,AGUIAR,M,08-03-2013,07-01-2016,Analyst,21,Marketing,29,1,4,0,46116,8,Friday,3,2013
MARGARET,ALMOND,F,03-07-2014,07-01-2016,Analyst,25,IT,28,2,5,2,49111,3,Thursday,7,2014
PATRICE,ANDREASSI,F,08-09-2014,07-01-2016,Analyst,24,Management,25,5,5,2,47782,8,Monday,9,2014
RANDY,ABDELRAHMAN,M,20-06-2014,07-01-2016,Analyst,25,IT,15,15,4,2,44022,20,Friday,6,2014
JOESPH,AHLO,M,06-02-2014,07-01-2016,Analyst,22,Operations,18,12,3,0,41468,6,Thursday,2,2014
BERNIECE,ARMIJOS,F,23-10-2014,07-01-2016,Analyst,21,Web,26,4,4,0,40142,23,Thursday,10,2014
EMILIA,ANTOLIK,F,28-09-2013,07-01-2016,Senior Manager,37,Marketing,16,14,3,10,151618,28,Saturday,9,2013
NIGEL,ALCANTAS,M,27-01-2014,07-01-2016,Senior Analyst,28,IT,24,6,2,1,66022,27,Monday,1,2014
ELLA,AMADO,F,02-05-2013,07-01-2016,Analyst,25,IT,21,9,5,1,47746,2,Thursday,5,2013
ROSENDO,ALDABA,M,10-04-2013,07-01-2016,Analyst,22,Marketing,16,14,4,0,48101,10,Wednesday,4,2013
NICHOLE,AMTOWER,F,20-05-2013,07-01-2016,Analyst,23,Management,30,0,2,0,45028,20,Monday,5,2013
SHERRI,AMERICAN,F,17-05-2014,07-01-2016,Analyst,24,IT,20,10,5,1,43461,17,Saturday,5,2014
KENETH,ALM,M,18-06-2014,07-01-2016,Analyst,21,Finance,29,1,2,0,43726,18,Wednesday,6,2014
FERMIN,ALI,M,30-04-2014,07-01-2016,Analyst,23,IT,21,9,2,0,44925,30,Wednesday,4,2014
CANDIDA,ARIS,F,17-10-2012,07-01-2016,Senior Manager,39,IT,21,9,5,13,187426,17,Wednesday,10,2012
JANIE,AMISTOSO,F,25-10-2013,07-01-2016,Analyst,22,Operations,17,13,3,0,47430,25,Friday,10,2013
BENITA,ANTOLIN,F,03-07-2014,07-01-2016,Analyst,21,Marketing,22,8,3,0,44312,3,Thursday,7,2014
NADINE,AMYX,F,09-04-2014,07-01-2016,Analyst,25,IT,25,5,4,2,40271,9,Wednesday,4,2014
EVA,ALU,F,01-04-2013,07-01-2016,Analyst,21,Marketing,17,13,3,0,45105,1,Monday,4,2013
FERN,ANDRY,F,08-12-2013,07-01-2016,Analyst,24,Finance,18,12,5,1,45174,8,Sunday,12,2013
FAUSTINO,ALDERSON,M,04-06-2014,07-01-2016,Analyst,24,Web,24,6,4,1,49908,4,Wednesday,6,2014
WILLIE,AMANN,F,18-04-2013,07-01-2016,Analyst,22,Management,15,15,4,0,44591,18,Thursday,4,2013
ANTOINE,AGOSTINELLI,M,25-01-2014,07-01-2016,Analyst,22,IT,26,4,3,0,40054,25,Saturday,1,2014
CHRISTY,AMBROSINI,F,06-08-2014,07-01-2016,Analyst,21,Finance,24,6,2,0,48773,6,Wednesday,8,2014
SONDRA,ANGLUM,F,06-07-2013,07-01-2016,Analyst,23,Operations,30,0,4,0,49026,6,Saturday,7,2013
FLETCHER,AKLEY,M,20-04-2014,07-01-2016,Associate,30,IT,27,3,5,3,71873,20,Sunday,4,2014
GWEN,ANCIRA,F,29-05-2013,07-01-2016,Analyst,22,Operations,15,15,3,0,46078,29,Wednesday,5,2013
MARCIA,AMATI,F,23-10-2013,07-01-2016,Analyst,23,Finance,26,4,5,0,47936,23,Wednesday,10,2013
VICKI,ALZATE,F,20-11-2014,07-01-2016,Analyst,24,Marketing,19,11,5,2,41653,20,Thursday,11,2014
MARC,ABRUZZO,M,18-02-2014,07-01-2016,Analyst,23,IT,29,1,3,0,49265,18,Tuesday,2,2014
JOE,ABBASI,M,18-12-2014,07-01-2016,Analyst,21,Management,29,1,3,0,43315,18,Thursday,12,2014
EDYTHE,ARDAN,F,22-07-2014,07-01-2016,Analyst,22,Finance,27,3,2,0,43569,22,Tuesday,7,2014
DEBRA,ALPERT,F,09-09-2013,07-01-2016,Manager,32,IT,24,6,4,5,122535,9,Monday,9,2013
ROBERTO,ABRECHT,M,14-09-2014,07-01-2016,Analyst,23,Finance,20,10,4,1,45606,14,Sunday,9,2014
DERICK,AHRENT,M,16-10-2014,07-01-2016,Analyst,23,Marketing,20,10,2,1,40300,16,Thursday,10,2014
THERESA,ALSPACH,F,04-02-2014,07-01-2016,Analyst,21,Web,28,2,2,0,44956,4,Tuesday,2,2014
LOUIE,AGILAR,M,30-07-2013,07-01-2016,Analyst,22,Marketing,29,1,2,0,40562,30,Tuesday,7,2013
PORFIRIO,ALDROW,M,26-12-2014,07-01-2016,Analyst,22,Web,25,5,5,0,45155,26,Friday,12,2014
IAN,ACHOR,M,16-06-2014,07-01-2016,Analyst,23,Operations,26,4,4,0,45531,16,Monday,6,2014
SAUNDRA,ANTONETTY,F,23-02-2013,07-01-2016,Analyst,25,Management,28,2,3,1,44618,23,Saturday,2,2013
JANICE,ALSIP,F,07-11-2013,07-01-2016,Analyst,24,Finance,27,3,3,1,46823,7,Thursday,11,2013
ROLANDO,AERNI,M,05-09-2013,07-01-2016,Analyst,25,Finance,23,7,4,2,48268,5,Thursday,9,2013
TORY,ALESHIRE,M,05-01-2015,07-01-2016,Analyst,22,IT,24,6,4,0,43807,5,Monday,1,2015
LEOTA,ARMBRUST,F,05-08-2014,07-01-2016,Analyst,23,Web,20,10,4,1,47160,5,Tuesday,8,2014
JUDY,ALSOBROOKS,F,28-02-2014,07-01-2016,Analyst,22,IT,16,14,2,0,42519,28,Friday,2,2014
MOLLIE,ANGELORO,F,30-12-2013,07-01-2016,Analyst,21,Management,21,9,5,0,47297,30,Monday,12,2013
HOLLIS,AITKIN,M,10-08-2013,07-01-2016,Senior Manager,37,Marketing,18,12,5,11,153246,10,Saturday,8,2013
SID,ALMAN,M,17-07-2014,07-01-2016,Analyst,21,Finance,16,14,2,0,45122,17,Thursday,7,2014
LAURETTA,ARMAN,F,22-07-2013,07-01-2016,Analyst,25,Operations,19,11,3,2,46152,22,Monday,7,2013
SERGIO,ACKLES,M,31-01-2012,07-01-2016,Associate,28,Finance,17,13,2,3,90802,31,Tuesday,1,2012
TRUDY,ANGELINE,F,25-12-2013,07-01-2016,Analyst,22,Operations,15,15,3,0,47788,25,Wednesday,12,2013
LUIS,ABEL,M,13-05-2014,07-01-2016,Analyst,22,Management,28,2,2,0,46218,13,Tuesday,5,2014
ERNA,ARAB,F,03-04-2014,07-01-2016,Analyst,21,Operations,19,11,3,0,40398,3,Thursday,4,2014
CLAUDIO,ALDERTON,M,09-01-2013,07-01-2016,Analyst,24,IT,17,13,4,0,40267,9,Wednesday,1,2013
KERMIT,AGURS,M,12-07-2013,07-01-2016,Analyst,25,Management,30,0,3,2,46965,12,Friday,7,2013
BRIANA,APPELMAN,F,02-05-2013,07-01-2016,Analyst,22,Management,28,2,5,0,41071,2,Thursday,5,2013
HECTOR,ABREO,M,17-01-2015,07-01-2016,Analyst,25,IT,24,6,2,3,40261,17,Saturday,1,2015
ROSALEE,ARENDALE,F,01-03-2014,07-01-2016,Analyst,21,Management,29,1,2,0,42148,1,Saturday,3,2014
WES,ALLHANDS,M,30-03-2014,07-01-2016,Analyst,22,Management,18,12,5,0,43671,30,Sunday,3,2014
COY,AIPOPO,M,19-06-2013,07-01-2016,Analyst,22,Management,19,11,3,0,42469,19,Wednesday,6,2013
DWAIN,ALGOOD,M,30-06-2014,07-01-2016,Analyst,23,Finance,16,14,5,0,47979,30,Monday,6,2014
KERRY,ANCISO,F,03-03-2014,07-01-2016,Analyst,21,Operations,23,7,2,0,46370,3,Monday,3,2014
JEFFERSON,AIEVOLI,M,21-05-2014,07-01-2016,Analyst,25,Web,29,1,5,2,44273,21,Wednesday,5,2014
ROSARIO,ANGELOFF,F,02-11-2013,07-01-2016,Manager,32,Marketing,16,14,5,8,129647,2,Saturday,11,2013
THANH,ALERS,M,28-05-2014,07-01-2016,Analyst,22,Finance,15,15,2,0,41316,28,Wednesday,5,2014
DAPHNE,ANGIER,F,29-01-2015,07-01-2016,Analyst,22,Web,25,5,5,0,43159,29,Thursday,1,2015
YESENIA,APKING,F,14-10-2013,07-01-2016,Senior Analyst,26,IT,15,15,2,3,56300,14,Monday,10,2013
SUZAN,ARISMENDEZ,F,14-11-2014,07-01-2016,Analyst,24,IT,26,4,5,2,40236,14,Friday,11,2014
JERALD,AGE,M,10-01-2015,07-01-2016,Analyst,23,Finance,19,11,3,1,44730,10,Saturday,1,2015
ANTONY,ALAMO,M,19-05-2012,07-01-2016,Associate,32,Marketing,30,0,3,7,78311,19,Saturday,5,2012
STEWART,ADRIANCE,M,10-08-2013,07-01-2016,Analyst,22,Web,18,12,2,0,45875,10,Saturday,8,2013
TIMMY,AFFOLTER,M,06-08-2014,07-01-2016,Senior Analyst,27,IT,24,6,4,3,65600,6,Wednesday,8,2014
MARCEL,AHLERS,M,08-09-2013,07-01-2016,Analyst,21,Operations,16,14,4,0,46851,8,Sunday,9,2013
TIMOTHY,AAVANG,M,03-01-2015,07-01-2016,Manager,34,Finance,27,3,4,9,114337,3,Saturday,1,2015
JOSEPHINE,ALTOM,F,06-01-2013,07-01-2016,Analyst,22,Marketing,30,0,5,0,45527,6,Sunday,1,2013
ALYCE,APPELING,F,03-08-2011,07-01-2016,Associate,31,Web,28,2,3,2,83091,3,Wednesday,8,2011
DORIS,ALSANDOR,F,09-06-2014,07-01-2016,Analyst,21,IT,22,8,3,0,40244,9,Monday,6,2014
ANTOINETTE,AMONS,F,22-03-2014,07-01-2016,Analyst,24,Operations,25,5,5,1,49315,22,Saturday,3,2014
ALAN,ABDULLAH,M,14-04-2014,07-01-2016,Analyst,25,Marketing,25,5,2,2,45461,14,Monday,4,2014
KERRI,ANDRIS,F,04-12-2012,07-01-2016,Senior Analyst,25,Finance,21,9,2,0,59425,4,Tuesday,12,2012
OFELIA,ANNIS,F,09-01-2014,07-01-2016,Analyst,21,IT,27,3,3,0,41966,9,Thursday,1,2014
ABRAM,ALIG,M,18-10-2014,07-01-2016,Analyst,25,Web,25,5,2,3,43938,18,Saturday,10,2014
ELISSA,ARMAS,F,24-11-2014,07-01-2016,Analyst,21,Management,28,2,2,0,41759,24,Monday,11,2014
RIGOBERTO,AHUNA,M,25-04-2013,07-01-2016,Senior Manager,36,IT,22,8,3,10,171056,25,Thursday,4,2013
EFREN,ALCAOA,M,16-03-2014,07-01-2016,Analyst,25,Finance,29,1,2,2,40214,16,Sunday,3,2014
SHAUNA,ANGUSTIA,F,28-06-2014,07-01-2016,Analyst,25,Operations,27,3,2,2,43148,28,Saturday,6,2014
ANDY,ACKINS,M,12-03-2014,07-01-2016,Analyst,21,Web,15,15,2,0,48074,12,Wednesday,3,2014
BETSY,ANAST,F,15-09-2013,07-01-2016,Analyst,23,Web,16,14,4,0,45561,15,Sunday,9,2013
CAROLINA,ANGELLOTTI,F,16-01-2013,07-01-2016,Analyst,23,Marketing,29,1,4,0,42987,16,Wednesday,1,2013
JANELLE,ANDRUS,F,18-02-2014,07-01-2016,Analyst,24,Web,27,3,2,1,44125,18,Tuesday,2,2014
JEROME,ABPLANALP,M,11-01-2014,07-01-2016,Analyst,23,Management,27,3,2,0,45790,11,Saturday,1,2014
MARILYNN,ARGUST,F,16-09-2014,07-01-2016,Analyst,23,Management,26,4,2,1,47807,16,Tuesday,9,2014
LOU,ANGELOU,F,17-06-2013,07-01-2016,Analyst,24,Web,18,12,2,0,44763,17,Monday,6,2013
DENNY,AINES,M,12-08-2014,07-01-2016,Analyst,24,Operations,28,2,2,2,41516,12,Tuesday,8,2014
EDMUND,ADELSPERGER,M,15-02-2014,07-01-2016,Analyst,25,Operations,28,2,4,2,49764,15,Saturday,2,2014
JANNIE,ARAI,F,20-11-2014,07-01-2016,Analyst,23,Marketing,16,14,3,1,48892,20,Thursday,11,2014
ADRIANNE,AREBELA,F,13-09-2013,07-01-2016,Analyst,23,Operations,26,4,3,0,49248,13,Friday,9,2013
SPENCER,ADELS,M,15-10-2013,07-01-2016,Analyst,25,Marketing,21,9,2,2,45818,15,Tuesday,10,2013
SANTOS,AGARD,M,03-02-2013,07-01-2016,Analyst,24,Finance,25,5,2,0,45675,3,Sunday,2,2013
ASA,ALLESSIO,M,16-10-2014,07-01-2016,Analyst,23,IT,23,7,2,1,45744,16,Thursday,10,2014
DOUGLASS,ALLEN,M,30-05-2014,07-01-2016,Analyst,25,Management,20,10,5,2,43418,30,Friday,5,2014
JEWEL,ANDREPONT,F,16-09-2013,07-01-2016,Analyst,21,IT,26,4,2,0,43601,16,Monday,9,2013
SHELIA,AMORUSO,F,18-07-2013,07-01-2016,Senior Analyst,26,IT,17,13,4,1,66908,18,Thursday,7,2013
HILARY,ANSTEAD,F,30-05-2013,07-01-2016,Analyst,23,Marketing,28,2,4,0,47667,30,Thursday,5,2013
COLIN,ADELGREN,M,22-01-2014,07-01-2016,Analyst,24,IT,29,1,2,1,48689,22,Wednesday,1,2014
SALVADOR,ACKISS,M,17-01-2013,07-01-2016,Analyst,22,Management,26,4,5,0,45633,17,Thursday,1,2013
TERRI,AMACKER,F,07-02-2014,07-01-2016,Analyst,25,Management,15,15,3,2,48287,7,Friday,2,2014
ALFRED,ABERNATHY,M,08-09-2014,07-01-2016,Analyst,25,Marketing,30,0,3,3,49459,8,Monday,9,2014
DELLA,AMOS,F,28-12-2013,07-01-2016,Analyst,24,Operations,15,15,5,1,48222,28,Saturday,12,2013
ADAM,ABDALLA,M,30-12-2014,07-01-2016,Analyst,25,IT,16,14,4,3,47590,30,Tuesday,12,2014
CONNIE,ALESCI,M,13-11-2014,07-01-2016,Analyst,25,Finance,21,9,2,3,41166,13,Thursday,11,2014
JOSE,ABAD,M,26-03-2013,07-01-2016,Analyst,25,Operations,19,11,3,1,42064,26,Tuesday,3,2013
NICKY,ALLIGOOD,M,10-08-2014,07-01-2016,Analyst,24,Management,15,15,2,2,44557,10,Sunday,8,2014
BESSIE,AMANTE,F,05-07-2013,07-01-2016,Associate,28,Finance,29,1,3,2,87171,5,Friday,7,2013
ALYSON,ARBETMAN,F,08-11-2014,07-01-2016,Analyst,22,Marketing,26,4,3,0,41053,8,Saturday,11,2014
GREG,ABRAMEK,M,04-09-2013,07-01-2016,Analyst,23,Finance,22,8,5,0,41320,4,Wednesday,9,2013
MARIANA,ARABIA,F,30-06-2014,07-01-2016,Analyst,24,Finance,15,15,2,1,49662,30,Monday,6,2014
RYAN,ABBAMONTE,M,17-01-2015,07-01-2016,Analyst,21,Management,23,7,2,0,42476,17,Saturday,1,2015
EDUARDO,ACOBA,M,27-08-2014,07-01-2016,Senior Analyst,27,Finance,20,10,5,5,51380,27,Wednesday,8,2014
JERRY,ABASCAL,M,18-11-2013,07-01-2016,Analyst,24,Marketing,22,8,2,1,47714,18,Monday,11,2013
ARIEL,ALBARRAN,M,10-02-2014,07-01-2016,Analyst,24,Operations,23,7,4,1,44406,10,Monday,2,2014
JUSTINE,ANIS,F,27-12-2014,07-01-2016,Analyst,25,Finance,18,12,5,3,42214,27,Saturday,12,2014
DORSEY,ALMENDAREZ,M,21-12-2014,07-01-2016,Analyst,21,Marketing,18,12,3,0,46813,21,Sunday,12,2014
ESTELA,ANSTETT,F,09-11-2014,07-01-2016,Analyst,23,Operations,27,3,2,1,48406,9,Sunday,11,2014
PATSY,AMBROSIO,F,03-09-2013,07-01-2016,Analyst,22,Web,29,1,4,0,41265,3,Tuesday,9,2013
COLLEEN,AMARGO,F,02-08-2013,07-01-2016,Analyst,21,Web,25,5,2,0,43539,2,Friday,8,2013
DANNY,ABEE,M,06-06-2013,07-01-2016,Analyst,24,Finance,23,7,4,0,43875,6,Thursday,6,2013
EDGAR,ABT,M,31-08-2013,07-01-2016,Analyst,23,Marketing,28,2,4,0,44814,31,Saturday,8,2013
DESIREE,ANALLA,F,25-08-2013,07-01-2016,Analyst,24,Management,22,8,5,1,40961,25,Sunday,8,2013
COLE,AINA,M,04-11-2014,07-01-2016,Associate,31,Management,28,2,5,9,91165,4,Tuesday,11,2014
MONROE,AKPAN,M,20-08-2013,07-01-2016,Analyst,24,Management,29,1,5,1,48354,20,Tuesday,8,2013
ELIJAH,AGAN,M,16-10-2012,07-01-2016,Associate,31,Finance,28,2,2,5,82514,16,Tuesday,10,2012
ANGEL,ABSHIER,M,21-04-2014,07-01-2016,Analyst,24,Management,16,14,4,1,42303,21,Monday,4,2014
DEWAYNE,AGEL,M,23-05-2014,07-01-2016,Analyst,21,IT,29,1,4,0,40424,23,Friday,5,2014
ALINE,APER,F,09-02-2014,07-01-2016,Analyst,23,Marketing,29,1,3,0,47591,9,Sunday,2,2014
MATT,ADAME,M,20-12-2014,07-01-2016,Analyst,23,IT,24,6,4,1,42490,20,Saturday,12,2014
MYRON,ADELSON,M,31-01-2011,07-01-2016,Manager,35,Management,28,2,5,8,135858,31,Monday,1,2011
RAE,ANTHIS,F,14-01-2014,07-01-2016,Analyst,23,Web,27,3,3,0,43783,14,Tuesday,1,2014
CARROLL,ADICKES,M,13-01-2013,07-01-2016,Analyst,25,IT,22,8,3,1,46386,13,Sunday,1,2013
LANDON,AKI,M,21-11-2014,07-01-2016,Analyst,24,Web,23,7,5,2,41781,21,Friday,11,2014
KAYE,APALATEGUI,F,08-04-2013,07-01-2016,Senior Analyst,27,Web,26,4,3,1,64636,8,Monday,4,2013
MOHAMMAD,AKEY,M,23-01-2013,07-01-2016,Analyst,24,Operations,26,4,4,0,41069,23,Wednesday,1,2013
NEVILLE,ALLAIRE,M,30-07-2014,07-01-2016,Analyst,22,Management,24,6,3,0,45481,30,Wednesday,7,2014
TANNER,ALDRED,M,08-09-2014,07-01-2016,Analyst,21,Operations,30,0,5,0,42473,8,Monday,9,2014
REYES,ALESSIO,M,09-07-2012,07-01-2016,Senior Analyst,28,Finance,20,10,2,0,55949,9,Monday,7,2012
CECILIA,AMIDI,F,09-10-2013,07-01-2016,Analyst,25,Management,23,7,2,2,47237,9,Wednesday,10,2013
DEANGELO,ALLGIER,M,05-01-2014,07-01-2016,Analyst,22,Marketing,28,2,5,0,49213,5,Sunday,1,2014
RUDOLF,ALLNUTT,M,09-05-2013,07-01-2016,Analyst,23,Management,20,10,4,0,45289,9,Thursday,5,2013
FREDDY,AGORO,M,04-01-2015,07-01-2016,Analyst,24,Management,18,12,4,2,47142,4,Sunday,1,2015
EZEQUIEL,ALLDAY,M,26-01-2013,07-01-2016,Analyst,25,Operations,30,0,3,1,41777,26,Saturday,1,2013
LEANDRO,ALLSUP,M,29-03-2014,07-01-2016,Analyst,22,Web,19,11,4,0,44478,29,Saturday,3,2014
PATTY,AMOROSO,F,01-08-2013,07-01-2016,Analyst,25,IT,18,12,3,2,45128,1,Thursday,8,2013
LARISSA,ARIZAGA,F,15-10-2013,07-01-2016,Analyst,22,Marketing,29,1,2,0,48959,15,Tuesday,10,2013
ESTER,ANGILERI,F,16-07-2014,07-01-2016,Senior Analyst,25,Marketing,16,14,4,3,52009,16,Wednesday,7,2014
LARRY,ABADI,M,27-12-2013,07-01-2016,Analyst,25,IT,21,9,5,2,46697,27,Friday,12,2013
ALFREDA,APSHIRE,F,16-06-2013,07-01-2016,Analyst,25,Operations,19,11,2,1,43009,16,Sunday,6,2013
CLYDE,ABREGO,M,21-04-2014,07-01-2016,Analyst,24,Operations,28,2,5,1,49928,21,Monday,4,2014
ARNOLDO,ALLSTON,M,19-03-2014,07-01-2016,Associate,29,Management,18,12,4,3,93342,19,Wednesday,3,2014
MICHEL,AHMAD,M,25-08-2014,07-01-2016,Analyst,22,Operations,25,5,5,0,42886,25,Monday,8,2014
DUSTIN,ABRAMOFF,M,18-05-2013,07-01-2016,Analyst,23,IT,20,10,3,0,46693,18,Saturday,5,2013
TAMI,ANDOH,F,22-01-2013,07-01-2016,Analyst,21,Marketing,16,14,3,0,43677,22,Tuesday,1,2013
JOSH,ADOLPHSON,M,06-02-2012,07-01-2016,Senior Analyst,26,Marketing,27,3,3,0,52792,6,Monday,2,2012
VALARIE,ANSTEY,F,15-04-2013,07-01-2016,Analyst,25,Marketing,17,13,3,1,49300,15,Monday,4,2013
BENJAMIN,ABBRUZZESE,M,14-01-2015,07-01-2016,Analyst,22,IT,23,7,3,0,45538,14,Wednesday,1,2015
SAMANTHA,ALVIA,F,26-09-2013,07-01-2016,Analyst,22,Finance,20,10,4,0,45538,26,Thursday,9,2013
HASSAN,ALFONSO,M,03-03-2014,07-01-2016,Associate,32,Management,26,4,5,8,88539,3,Monday,3,2014
IVETTE,ARGUELLEZ,F,02-10-2014,07-01-2016,Analyst,25,Finance,15,15,2,3,46847,2,Thursday,10,2014
CHRISTIN,ARIGO,F,30-09-2014,07-01-2016,Analyst,24,Marketing,28,2,3,2,47248,30,Tuesday,9,2014
ROD,AHAUS,M,25-05-2014,07-01-2016,Analyst,22,IT,29,1,3,0,43511,25,Sunday,5,2014
MILLARD,AHRENHOLZ,M,22-04-2014,07-01-2016,Associate,28,Operations,20,10,3,2,98506,22,Tuesday,4,2014
ALBA,ARBEITER,F,17-03-2013,07-01-2016,Analyst,23,Finance,19,11,2,0,46990,17,Sunday,3,2013
CRUZ,AKAMINE,M,13-09-2013,07-01-2016,Senior Analyst,28,Finance,19,11,4,4,69432,13,Friday,9,2013
EMILIO,AGAMAO,M,20-03-2014,07-01-2016,Analyst,23,Operations,18,12,4,0,47469,20,Thursday,3,2014
MARKUS,ALGIEN,M,06-09-2012,07-01-2016,Senior Analyst,27,Marketing,16,14,2,0,69231,6,Thursday,9,2012
MOHAMMED,ALBERDING,M,08-01-2014,07-01-2016,Analyst,24,Marketing,27,3,5,1,49689,8,Wednesday,1,2014
CLARA,ALUKONIS,F,08-10-2014,07-01-2016,Analyst,25,Finance,15,15,4,3,47786,8,Wednesday,10,2014
TAMARA,AMARIAN,F,14-08-2014,07-01-2016,Analyst,24,Management,28,2,2,2,46116,14,Thursday,8,2014
REUBEN,AGRESTI,M,29-12-2013,07-01-2016,Analyst,23,IT,30,0,2,0,42481,29,Sunday,12,2013
CARMEL,ARMELI,F,04-12-2014,07-01-2016,Analyst,25,Management,29,1,2,3,48484,4,Thursday,12,2014
FREIDA,ARADANAS,F,15-06-2013,07-01-2016,Analyst,23,IT,26,4,3,0,47216,15,Saturday,6,2013
BRADFORD,AESCHLIMAN,M,01-11-2013,07-01-2016,Associate,32,Finance,15,15,3,7,86819,1,Friday,11,2013
ARRON,ALAMIN,M,14-01-2014,07-01-2016,Senior Analyst,25,Marketing,30,0,4,0,55885,14,Tuesday,1,2014
KARI,AN,F,18-01-2015,07-01-2016,Senior Manager,39,Web,17,13,2,14,177412,18,Sunday,1,2015
ANGELINA,AMYS,F,13-12-2014,07-01-2016,Senior Analyst,26,Marketing,20,10,2,4,69716,13,Saturday,12,2014
STEFANIE,ANGELOCCI,F,28-01-2015,07-01-2016,Analyst,22,Web,21,9,5,0,49831,28,Wednesday,1,2015
SON,AHLBORN,M,10-10-2014,07-01-2016,Analyst,24,Marketing,24,6,3,2,48410,10,Friday,10,2014
ED,ADE,M,01-09-2014,07-01-2016,Analyst,21,Management,26,4,4,0,47201,1,Monday,9,2014
KEVIN,AAS,M,10-06-2013,07-01-2016,Analyst,22,IT,29,1,5,0,42384,10,Monday,6,2013
CARROL,ALLAMONG,M,11-07-2013,07-01-2016,Analyst,21,Web,18,12,2,0,44657,11,Thursday,7,2013
FREDERICK,ABETRANI,M,24-01-2013,07-01-2016,Analyst,21,Marketing,28,2,4,0,46142,24,Thursday,1,2013
VINCENZO,ALMARZA,M,06-11-2012,07-01-2016,Associate,29,Operations,26,4,4,3,92590,6,Tuesday,11,2012
KATHLEEN,ALPERIN,F,28-07-2013,07-01-2016,Analyst,23,Marketing,20,10,4,0,45755,28,Sunday,7,2013
ALPHONSO,AHYET,M,29-11-2014,07-01-2016,Analyst,22,IT,28,2,5,0,44469,29,Saturday,11,2014
JEANNE,ALZAGA,F,03-12-2013,07-01-2016,Analyst,22,Web,27,3,5,0,44744,3,Tuesday,12,2013
ABIGAIL,ANDREOTTI,F,17-12-2012,07-01-2016,Senior Analyst,28,IT,29,1,2,2,62659,17,Monday,12,2012
WINFORD,ALLWOOD,M,11-08-2014,07-01-2016,Analyst,23,IT,25,5,2,1,48317,11,Monday,8,2014
CHELSEA,AMUNDSON,F,29-04-2013,07-01-2016,Analyst,22,Finance,22,8,5,0,49444,29,Monday,4,2013
IRIS,AMINI,F,24-08-2012,07-01-2016,Senior Analyst,28,Marketing,22,8,5,0,61787,24,Friday,8,2012
LUCIUS,ALLOWAY,M,31-08-2014,07-01-2016,Analyst,22,Management,22,8,5,0,45179,31,Sunday,8,2014
KRISTOFER,ALLRED,M,20-01-2015,07-01-2016,Analyst,25,Management,28,2,5,3,44428,20,Tuesday,1,2015
SHANA,ANGLEMYER,F,27-06-2014,07-01-2016,Analyst,22,Finance,25,5,5,0,42819,27,Friday,6,2014
FABIAN,AHMAU,M,31-01-2013,07-01-2016,Senior Analyst,26,IT,25,5,5,0,65110,31,Thursday,1,2013
JAMEL,ALBANI,M,15-12-2011,07-01-2016,Associate,28,Operations,21,9,2,1,93996,15,Thursday,12,2011
ANA,ALVINE,F,19-12-2013,07-01-2016,Analyst,24,IT,24,6,4,1,40406,19,Thursday,12,2013
SIERRA,ARCEO,F,19-09-2013,07-01-2016,Analyst,22,Management,22,8,5,0,43923,19,Thursday,9,2013
LORENE,ANDERSEN,F,17-09-2013,07-01-2016,Analyst,24,Management,18,12,4,1,43121,17,Tuesday,9,2013
MAURICE,ABRANTES,M,14-05-2013,07-01-2016,Analyst,22,Marketing,22,8,5,0,48246,14,Tuesday,5,2013
RUSSELL,ABDO,M,21-09-2013,07-01-2016,Analyst,21,Operations,29,1,2,0,47668,21,Saturday,9,2013
MAC,ALEVRAS,M,24-10-2014,07-01-2016,Senior Analyst,25,Marketing,24,6,4,0,51747,24,Friday,10,2014
DERRICK,ABRAMOVICH,M,24-09-2011,07-01-2016,Associate,28,Operations,16,14,5,1,86702,24,Saturday,9,2011
PAMELA,ALPERN,F,05-01-2014,07-01-2016,Analyst,21,Finance,24,6,2,0,42132,5,Sunday,1,2014
IONE,ARKO,F,23-05-2014,07-01-2016,Senior Analyst,28,Management,28,2,2,5,51640,23,Friday,5,2014
